mp-ids,K_VRH
mp-961697,121.0
mp-9635,46.0
mp-971705,56.0
mp-971909,151.0
mp-972099,25.0
mp-972156,42.0
mp-972257,32.0
mp-972373,35.0
mp-972511,59.0
mp-972626,79.0
mp-972828,139.0
mp-972861,69.0
mp-972877,112.0
mp-972899,122.0
mp-972908,28.0
mp-972912,26.0
mp-972970,195.0
mp-973092,106.0
mp-973142,99.0
mp-973232,40.0
mp-973432,107.0
mp-973434,167.0
mp-973443,130.0
mp-974782,63.0
mp-975176,25.0
mp-9752,59.0
mp-9756,166.0
mp-975801,63.0
mp-976261,7.0
mp-976262,25.0
mp-976271,77.0
mp-976289,61.0
mp-976330,146.0
mp-976588,54.0
mp-976744,47.0
mp-976765,25.0
mp-976793,57.0
mp-977218,21.0
mp-978095,49.0
mp-978271,32.0
mp-978273,40.0
mp-978281,47.0
mp-978282,22.0
mp-978500,227.0
mp-978514,41.0
mp-979419,43.0
mp-979422,78.0
mp-980,129.0
mp-980014,51.0
mp-980191,13.0
mp-980663,20.0
mp-981215,87.0
mp-981312,118.0
mp-981378,14.0
mp-981539,178.0
mp-982009,50.0
mp-982666,132.0
mp-982870,217.0
mp-983585,75.0
mp-983594,66.0
mp-984544,100.0
mp-984699,12.0
mp-984702,71.0
mp-985059,27.0
mp-9853,66.0
mp-985585,52.0
mp-986,53.0
mp-986716,51.0
mp-989193,275.0
mp-989402,42.0
mp-989404,20.0
mp-989613,168.0
mp-989651,12.0
mp-9916,212.0
mp-9942,61.0
mp-996954,142.0
mp-996961,54.0
mp-996964,140.0
mp-997009,72.0
mp-997025,76.0
mp-997030,116.0
mp-997042,17.0
mp-997094,97.0
mp-997590,184.0
mp-9988,193.0
mp-998970,217.0
mp-998971,177.0
mp-998981,106.0
mp-999139,24.0
mp-999549,353.0
mvc-11438,37.0
mvc-13900,120.0
mvc-14201,129.0
mvc-15,46.0
mvc-5816,143.0
mp-1,2.0
mp-1002122,202.0
mp-1002572,110.0
mp-1003313,118.0
mp-1007852,183.0
mp-1008274,272.0
mp-1008881,131.0
mp-1009222,20.0
mp-1009756,40.0
mp-1010136,155.0
mp-10106,35.0
mp-1010953,85.0
mp-10118,234.0
mp-1013643,30.0
mp-1014013,2.0
mp-1017466,193.0
mp-1018033,137.0
mp-1018081,117.0
mp-1018115,26.0
mp-1018140,149.0
mp-1018150,18.0
mp-1018679,59.0
mp-1018723,143.0
mp-1018724,56.0
mp-1019324,59.0
mp-1020703,123.0
mp-1023127,93.0
mp-1023366,26.0
mp-1025010,132.0
mp-1025022,170.0
mp-1025028,81.0
mp-1025127,210.0
mp-1025207,41.0
mp-1025282,50.0
mp-1025313,107.0
mp-1025322,90.0
mp-1025345,49.0
mp-1025349,137.0
mp-1025385,190.0
mp-10260,165.0
mp-1029309,38.0
mp-1029316,36.0
mp-1029737,87.0
mp-1029756,30.0
mp-1029834,157.0
mp-1032,244.0
mp-1038715,27.0
mp-1038767,36.0
mp-1038829,39.0
mp-1038972,14.0
mp-1039119,67.0
mp-1043,142.0
mp-10437,54.0
mp-105,43.0
mp-10600,61.0
mp-10654,52.0
mp-10734,207.0
mp-10899,177.0
mp-10913,208.0
mp-1111,148.0
mp-11250,58.0
mp-11382,108.0
mp-11490,38.0
mp-11500,73.0
mp-11523,163.0
mp-11615,76.0
mp-11661,195.0
mp-11684,103.0
mp-11722,60.0
mp-11798,128.0
mp-11832,2.0
mp-1203,195.0
mp-12067,153.0
mp-1232,266.0
mp-12360,50.0
mp-12564,55.0
mp-12769,85.0
mp-12772,113.0
mp-12910,27.0
mp-13007,87.0
mp-13008,89.0
mp-13303,76.0
mp-13334,165.0
mp-13363,205.0
mp-13365,35.0
mp-13548,12.0
mp-1535,84.0
mp-15659,135.0
mp-157,21.0
mp-15901,112.0
mp-16052,74.0
mp-16271,38.0
mp-16290,190.0
mp-16293,112.0
mp-16358,148.0
mp-16421,91.0
mp-1649,180.0
mp-16519,168.0
mp-16522,112.0
mp-16720,81.0
mp-1695,120.0
mp-1797,150.0
mp-1802,23.0
mp-18717,195.0
mp-1876,80.0
mp-18765,59.0
mp-18816,181.0
mp-18963,50.0
mp-19079,236.0
mp-19317,146.0
mp-19376,145.0
mp-19845,171.0
mp-19877,144.0
mp-20180,242.0
mp-20284,79.0
mp-20296,89.0
mp-20372,51.0
mp-20408,22.0
mp-20487,44.0
mp-20664,86.0
mp-2085,117.0
mp-20866,78.0
mp-20883,129.0
mp-20940,148.0
mp-21096,45.0
mp-21168,34.0
mp-2119,106.0
mp-2132,181.0
mp-21359,169.0
mp-21405,11.0
mp-21418,108.0
mp-21440,196.0
mp-21455,175.0
mp-21462,13.0
mp-2210,117.0
mp-22211,138.0
mp-22312,191.0
mp-2250,164.0
mp-22535,167.0
mp-22648,68.0
mp-22692,38.0
mp-22716,80.0
mp-22731,133.0
mp-22784,150.0
mp-22853,12.0
mp-22865,15.0
mp-22875,28.0
mp-22899,21.0
mp-23053,7.0
mp-23227,29.0
mp-23231,40.0
mp-23302,31.0
mp-23330,25.0
mp-23697,20.0
mp-237,60.0
mp-23709,14.0
mp-23807,155.0
mp-23922,25.0
mp-24093,108.0
mp-24149,110.0
mp-2460,152.0
mp-2488,211.0
mp-25385,110.0
mp-2556,75.0
mp-25587,71.0
mp-2574,169.0
mp-258,140.0
mp-2619,94.0
mp-2657,209.0
mp-2676,168.0
mp-2701,315.0
mp-27682,42.0
mp-27693,190.0
mp-27705,33.0
mp-27718,7.0
mp-28049,15.0
mp-2808,165.0
mp-28116,6.0
mp-28323,45.0
mp-28460,6.0
mp-28497,21.0
mp-28835,16.0
mp-2930,192.0
mp-29476,51.0
mp-29726,171.0
mp-29742,165.0
mp-29900,109.0
mp-30028,174.0
mp-30160,105.0
mp-30451,40.0
mp-30482,48.0
mp-30592,148.0
mp-30599,132.0
mp-30721,68.0
mp-30764,136.0
mp-3109,72.0
mp-31145,37.0
mp-31173,62.0
mp-31219,267.0
mp-3136,181.0
mp-32679,227.0
mp-32811,39.0
mp-32994,225.0
mp-3336,179.0
mp-34195,48.0
mp-349,53.0
mp-3499,123.0
mp-35082,6.0
mp-3574,124.0
mp-35909,8.0
mp-36,51.0
mp-36052,91.0
mp-36699,144.0
mp-36800,244.0
mp-3740,156.0
mp-3807,63.0
mp-4180,96.0
mp-4346,159.0
mp-4410,119.0
mp-4472,317.0
mp-4475,47.0
mp-4483,65.0
mp-4499,68.0
mp-4662,104.0
mp-472,83.0
mp-475,59.0
mp-480,173.0
mp-4823,46.0
mp-4828,152.0
mp-4852,87.0
mp-507,203.0
mp-510421,9.0
mp-540284,32.0
mp-542854,59.0
mp-545756,72.0
mp-546142,57.0
mp-546633,46.0
mp-546973,144.0
mp-547622,129.0
mp-548658,10.0
mp-550433,165.0
mp-551,42.0
mp-552454,177.0
mp-553432,14.0
mp-554134,3.0
mp-554238,33.0
mp-555229,15.0
mp-555760,6.0
mp-556093,35.0
mp-557559,1.0
mp-559492,45.0
mp-559598,86.0
mp-560203,55.0
mp-560399,70.0
mp-561419,90.0
mp-561830,17.0
mp-5663,112.0
mp-567484,8.0
mp-567597,47.0
mp-567996,191.0
mp-568172,68.0
mp-568319,174.0
mp-568466,56.0
mp-568607,121.0
mp-568789,84.0
mp-569051,48.0
mp-569103,40.0
mp-569170,33.0
mp-569526,16.0
mp-569581,31.0
mp-569600,47.0
mp-569601,172.0
mp-569858,56.0
mp-570198,48.0
mp-570287,211.0
mp-570301,38.0
mp-570459,366.0
mp-570691,114.0
mp-570722,4.0
mp-570751,167.0
mp-571,160.0
mp-571053,119.0
mp-571310,161.0
mp-571419,183.0
mp-571491,175.0
mp-574025,127.0
mp-574438,169.0
mp-580226,23.0
mp-583266,52.0
mp-5862,94.0
mp-5982,108.0
mp-6065,174.0
mp-6073,160.0
mp-613327,319.0
mp-618991,93.0
mp-625055,74.0
mp-632311,202.0
mp-64,42.0
mp-640024,144.0
mp-644136,47.0
mp-644223,17.0
mp-647924,106.0
mp-672232,180.0
mp-672259,225.0
mp-672340,102.0
mp-672661,140.0
mp-674478,53.0
mp-675287,15.0
mp-675477,31.0
mp-675926,6.0
mp-6959,20.0
mp-6982,200.0
mp-705519,169.0
mp-7225,143.0
mp-731,43.0
mp-7350,68.0
mp-7486,60.0
mp-7506,224.0
mp-752927,80.0
mp-753081,60.0
mp-753195,7.0
mp-753197,181.0
mp-753360,47.0
mp-753371,34.0
mp-753495,166.0
mp-753541,43.0
mp-753581,179.0
mp-753708,135.0
mp-753848,84.0
mp-753982,12.0
mp-754113,25.0
mp-754134,204.0
mp-754157,184.0
mp-754218,84.0
mp-754327,158.0
mp-754401,95.0
mp-754475,103.0
mp-754478,205.0
mp-754483,29.0
mp-754516,65.0
mp-754542,64.0
mp-754671,115.0
mp-754711,145.0
mp-754752,184.0
mp-754777,90.0
mp-754892,60.0
mp-754978,73.0
mp-755313,174.0
mp-755323,65.0
mp-755453,130.0
mp-755690,181.0
mp-755759,213.0
mp-756018,79.0
mp-756214,191.0
mp-756361,122.0
mp-7565,147.0
mp-756784,65.0
mp-757100,71.0
mp-759877,53.0
mp-759943,197.0
mp-761285,139.0
mp-7615,0.0
mp-761563,148.0
mp-761574,152.0
mp-762391,95.0
mp-762454,81.0
mp-762506,113.0
mp-768310,61.0
mp-769253,95.0
mp-769365,69.0
mp-7701,47.0
mp-770881,148.0
mp-771199,147.0
mp-773525,87.0
mp-774873,24.0
mp-776490,228.0
mp-7781,69.0
mp-779545,43.0
mp-780260,28.0
mp-796,162.0
mp-8285,162.0
mp-829,156.0
mp-84,46.0
mp-8414,14.0
mp-8462,115.0
mp-85,33.0
mp-861483,92.0
mp-861588,78.0
mp-861653,101.0
mp-861662,120.0
mp-861889,88.0
mp-862324,110.0
mp-862362,141.0
mp-862423,122.0
mp-862424,118.0
mp-862553,111.0
mp-862563,108.0
mp-862565,33.0
mp-862609,233.0
mp-862710,101.0
mp-862723,210.0
mp-862761,74.0
mp-862791,220.0
mp-8635,90.0
mp-864611,104.0
mp-864747,50.0
mp-864758,24.0
mp-865039,155.0
mp-865361,103.0
mp-865460,20.0
mp-865752,93.0
mp-866007,49.0
mp-866138,157.0
mp-866299,221.0
mp-866376,195.0
mp-867128,97.0
mp-867182,86.0
mp-867267,79.0
mp-867695,6.0
mp-867857,85.0
mp-867887,111.0
mp-867901,193.0
mp-867908,77.0
mp-8781,12.0
mp-8860,23.0
mp-8936,6.0
mp-8983,102.0
mp-9060,70.0
mp-910,300.0
mp-930,134.0
mp-9574,35.0
mp-9592,61.0
mp-961652,143.0
mp-961653,253.0
mp-971720,24.0
mp-972641,128.0
mp-972657,79.0
mp-972892,21.0
mp-972916,69.0
mp-972941,32.0
mp-972954,43.0
mp-973053,95.0
mp-973100,105.0
mp-973111,114.0
mp-973191,53.0
mp-973316,16.0
mp-973342,205.0
mp-973471,143.0
mp-973556,50.0
mp-974322,38.0
mp-974341,242.0
mp-974866,25.0
mp-974883,6.0
mp-975284,100.0
mp-975868,26.0
mp-976113,100.0
mp-976356,40.0
mp-976596,58.0
mp-976923,269.0
mp-977012,16.0
mp-977013,11.0
mp-977404,90.0
mp-977565,76.0
mp-978270,80.0
mp-978280,43.0
mp-978507,54.0
mp-979269,132.0
mp-979459,38.0
mp-979956,18.0
mp-980001,27.0
mp-981382,25.0
mp-983578,59.0
mp-984729,77.0
mp-985302,29.0
mp-985438,25.0
mp-985471,54.0
mp-985554,28.0
mp-985782,18.0
mp-985825,93.0
mp-989192,36.0
mp-989538,28.0
mp-989539,54.0
mp-989576,170.0
mp-989580,11.0
mp-992,43.0
mp-9935,36.0
mp-995122,19.0
mp-995214,15.0
mp-9964,150.0
mp-996965,87.0
mp-996988,58.0
mp-997031,134.0
mp-997055,71.0
mp-997082,61.0
mp-997084,23.0
mp-998414,88.0
mp-998890,146.0
mp-999192,189.0
mvc-14334,80.0
mvc-6281,103.0
mp-1001571,136.0
mp-1001783,42.0
mp-1002083,3.0
mp-1002106,167.0
mp-10039,61.0
mp-10054,116.0
mp-1007637,18.0
mp-1007853,194.0
mp-1008279,269.0
mp-1008280,259.0
mp-1008528,151.0
mp-1008786,54.0
mp-1012640,174.0
mp-1013549,36.0
mp-1017552,117.0
mp-1017591,147.0
mp-1018051,58.0
mp-1018053,114.0
mp-1018057,111.0
mp-1018067,184.0
mp-1018068,241.0
mp-1018072,62.0
mp-1018074,147.0
mp-1018085,154.0
mp-1018685,70.0
mp-1018692,61.0
mp-1018699,47.0
mp-1018717,92.0
mp-1018721,207.0
mp-1018732,59.0
mp-1018743,144.0
mp-1019087,66.0
mp-1022725,93.0
mp-1022804,24.0
mp-1023329,40.0
mp-1025030,188.0
mp-1025140,81.0
mp-1025156,150.0
mp-1025220,198.0
mp-1025277,161.0
mp-1029294,84.0
mp-1029403,129.0
mp-1029420,43.0
mp-1029466,54.0
mp-1029506,113.0
mp-1029779,149.0
mp-1039019,50.0
mp-1039055,40.0
mp-1039075,37.0
mp-1039262,38.0
mp-1039305,44.0
mp-1039385,17.0
mp-10394,175.0
mp-1039434,40.0
mp-1040472,186.0
mp-10497,46.0
mp-10844,121.0
mp-10883,203.0
mp-10892,123.0
mp-10918,31.0
mp-1094490,52.0
mp-1100,64.0
mp-1120,288.0
mp-1125,31.0
mp-11390,30.0
mp-11487,100.0
mp-11562,188.0
mp-11770,72.0
mp-11771,65.0
mp-11841,57.0
mp-12070,102.0
mp-12335,96.0
mp-12359,52.0
mp-12559,130.0
mp-12598,155.0
mp-12675,116.0
mp-1296,175.0
mp-12985,175.0
mp-13061,140.0
mp-13154,198.0
mp-133,56.0
mp-13302,77.0
mp-13449,33.0
mp-13496,143.0
mp-1373,172.0
mp-1406,81.0
mp-14099,81.0
mp-1416,31.0
mp-1432,150.0
mp-14344,158.0
mp-14587,63.0
mp-14628,144.0
mp-1526,104.0
mp-15316,55.0
mp-1565,235.0
mp-16115,128.0
mp-16341,54.0
mp-1667,200.0
mp-1671,57.0
mp-16733,86.0
mp-16766,85.0
mp-1746,103.0
mp-18093,226.0
mp-1834,72.0
mp-1868,147.0
mp-1871,221.0
mp-18775,136.0
mp-1891,73.0
mp-18962,98.0
mp-19060,67.0
mp-19124,142.0
mp-19214,117.0
mp-19328,191.0
mp-19405,126.0
mp-19413,206.0
mp-19735,144.0
mp-19889,75.0
mp-20040,105.0
mp-20050,51.0
mp-20128,53.0
mp-2034,334.0
mp-20362,121.0
mp-20426,140.0
mp-20473,140.0
mp-20526,7.0
mp-20679,206.0
mp-20738,183.0
mp-20860,209.0
mp-20900,95.0
mp-21076,150.0
mp-21139,19.0
mp-21163,198.0
mp-21399,84.0
mp-21447,197.0
mp-21469,175.0
mp-21476,244.0
mp-21847,55.0
mp-21850,140.0
mp-22144,177.0
mp-22253,34.0
mp-22444,219.0
mp-2273,65.0
mp-22739,51.0
mp-22747,20.0
mp-22901,50.0
mp-22941,43.0
mp-2310,103.0
mp-23157,41.0
mp-23197,94.0
mp-23299,26.0
mp-2361,111.0
mp-248,244.0
mp-25372,122.0
mp-2560,117.0
mp-2568,83.0
mp-2588,152.0
mp-2630,48.0
mp-2666,85.0
mp-2670,165.0
mp-27226,93.0
mp-27471,136.0
mp-27512,112.0
mp-2768,24.0
mp-27719,185.0
mp-27897,29.0
mp-2794,233.0
mp-28056,211.0
mp-2839,101.0
mp-28978,32.0
mp-29015,10.0
mp-2977,16.0
mp-30069,149.0
mp-30180,111.0
mp-30338,49.0
mp-30353,205.0
mp-30465,94.0
mp-30507,108.0
mp-30773,110.0
mp-30788,217.0
mp-30789,176.0
mp-30820,80.0
mp-30844,139.0
mp-313,113.0
mp-31452,104.0
mp-3148,131.0
mp-32539,24.0
mp-33104,85.0
mp-3323,153.0
mp-33618,53.0
mp-3504,178.0
mp-35208,126.0
mp-35417,99.0
mp-36033,122.0
mp-36086,108.0
mp-36480,119.0
mp-37381,131.0
mp-374,252.0
mp-38194,142.0
mp-3833,64.0
mp-3999,142.0
mp-40204,42.0
mp-41219,104.0
mp-425,145.0
mp-4264,19.0
mp-430,152.0
mp-4355,181.0
mp-4366,52.0
mp-4896,135.0
mp-504580,138.0
mp-505803,110.0
mp-505804,93.0
mp-505822,191.0
mp-505824,29.0
mp-5090,59.0
mp-510219,118.0
mp-510380,160.0
mp-510623,223.0
mp-5124,138.0
mp-519,22.0
mp-535,193.0
mp-541840,116.0
mp-541937,32.0
mp-542595,172.0
mp-542909,264.0
mp-545512,87.0
mp-5495,84.0
mp-55,48.0
mp-5501,56.0
mp-551918,128.0
mp-554462,138.0
mp-555056,6.0
mp-555064,44.0
mp-555477,88.0
mp-555506,74.0
mp-556084,16.0
mp-556253,156.0
mp-556777,76.0
mp-558411,132.0
mp-558518,30.0
mp-559470,10.0
mp-5639,186.0
mp-567454,65.0
mp-567618,205.0
mp-568587,77.0
mp-568631,86.0
mp-568747,40.0
mp-569167,280.0
mp-569391,8.0
mp-569544,93.0
mp-569837,110.0
mp-570122,30.0
mp-570483,184.0
mp-570557,199.0
mp-570686,47.0
mp-570744,59.0
mp-570899,95.0
mp-570960,274.0
mp-571033,22.0
mp-571271,170.0
mp-571665,144.0
mp-573119,174.0
mp-5749,49.0
mp-581733,120.0
mp-582360,200.0
mp-5827,175.0
mp-5839,100.0
mp-600428,75.0
mp-605860,16.0
mp-606604,34.0
mp-621348,122.0
mp-622693,161.0
mp-626708,41.0
mp-631316,17.0
mp-632319,26.0
mp-634751,49.0
mp-636599,201.0
mp-637614,53.0
mp-641365,81.0
mp-644481,174.0
mp-647,180.0
mp-6498,70.0
mp-662,119.0
mp-675172,212.0
mp-675634,50.0
mp-677072,20.0
mp-684668,58.0
mp-685022,37.0
mp-6919,82.0
mp-6953,87.0
mp-696746,227.0
mp-6985,107.0
mp-7,1.0
mp-703260,67.0
mp-715553,97.0
mp-7443,76.0
mp-7524,129.0
mp-752415,136.0
mp-752426,39.0
mp-752463,178.0
mp-752496,155.0
mp-752843,43.0
mp-753059,37.0
mp-753156,124.0
mp-753326,63.0
mp-753506,62.0
mp-753508,37.0
mp-753619,75.0
mp-753722,42.0
mp-7540,125.0
mp-754040,136.0
mp-754213,111.0
mp-754364,145.0
mp-754375,142.0
mp-754495,139.0
mp-754537,105.0
mp-754624,190.0
mp-754673,64.0
mp-754759,138.0
mp-754812,130.0
mp-754940,37.0
mp-754976,4.0
mp-755000,129.0
mp-755018,106.0
mp-755071,140.0
mp-755115,45.0
mp-755144,53.0
mp-755175,189.0
mp-755253,155.0
mp-755302,162.0
mp-755318,157.0
mp-755378,90.0
mp-7554,57.0
mp-755568,97.0
mp-755570,69.0
mp-755581,67.0
mp-755609,103.0
mp-755769,159.0
mp-755875,178.0
mp-755974,66.0
mp-756095,47.0
mp-756134,143.0
mp-7576,187.0
mp-758006,99.0
mp-7583,24.0
mp-758302,62.0
mp-7586,195.0
mp-758604,49.0
mp-760396,216.0
mp-760401,189.0
mp-760410,20.0
mp-760492,55.0
mp-760539,107.0
mp-761034,241.0
mp-761415,164.0
mp-761524,146.0
mp-761556,173.0
mp-762271,107.0
mp-764163,93.0
mp-765508,109.0
mp-766454,155.0
mp-766486,44.0
mp-767409,28.0
mp-767525,31.0
mp-768197,38.0
mp-769096,119.0
mp-769673,132.0
mp-771123,171.0
mp-7725,70.0
mp-772856,44.0
mp-773864,165.0
mp-774092,52.0
mp-774146,33.0
mp-774712,54.0
mp-7748,133.0
mp-775127,94.0
mp-775296,165.0
mp-775906,139.0
mp-775907,128.0
mp-775909,194.0
mp-775910,188.0
mp-776083,26.0
mp-776150,132.0
mp-776165,126.0
mp-776331,222.0
mp-776456,213.0
mp-776651,36.0
mp-776896,56.0
mp-777047,108.0
mp-777595,49.0
mp-777801,32.0
mp-7785,54.0
mp-780880,32.0
mp-7885,76.0
mp-8002,113.0
mp-8020,187.0
mp-8045,210.0
mp-8401,64.0
mp-8415,52.0
mp-849459,95.0
mp-850275,11.0
mp-8540,137.0
mp-861499,82.0
mp-861508,83.0
mp-861651,50.0
mp-862375,111.0
mp-862378,119.0
mp-862704,125.0
mp-862747,47.0
mp-862870,223.0
mp-863076,76.0
mp-8638,376.0
mp-8640,101.0
mp-8642,363.0
mp-864765,45.0
mp-864772,73.0
mp-864805,85.0
mp-864915,11.0
mp-865284,102.0
mp-865329,82.0
mp-865433,74.0
mp-865877,209.0
mp-865932,170.0
mp-865968,94.0
mp-867163,41.0
mp-8672,139.0
mp-867347,145.0
mp-8675,104.0
mp-867700,38.0
mp-867798,90.0
mp-867847,61.0
mp-8758,144.0
mp-8939,221.0
mp-9173,94.0
mp-941221,16.0
mp-961649,113.0
mp-961706,165.0
mp-971662,76.0
mp-971948,116.0
mp-972002,27.0
mp-972692,43.0
mp-972895,94.0
mp-972960,95.0
mp-973149,187.0
mp-973174,47.0
mp-973199,52.0
mp-973325,44.0
mp-973402,148.0
mp-973606,86.0
mp-973935,210.0
mp-973983,173.0
mp-974335,243.0
mp-974990,39.0
mp-975028,14.0
mp-975198,14.0
mp-976075,14.0
mp-976260,68.0
mp-977273,198.0
mp-977439,63.0
mp-977445,85.0
mp-978089,91.0
mp-978824,98.0
mp-978862,150.0
mp-978964,57.0
mp-978992,2.0
mp-979011,70.0
mp-979263,49.0
mp-979273,136.0
mp-979339,41.0
mp-980034,19.0
mp-980052,24.0
mp-9810,18.0
mp-981200,54.0
mp-981252,23.0
mp-982596,45.0
mp-982780,2.0
mp-983237,49.0
mp-983388,3.0
mp-983567,23.0
mp-984772,44.0
mp-984876,97.0
mp-985591,28.0
mp-989399,41.0
mp-989518,24.0
mp-989527,30.0
mp-989564,221.0
mp-989644,20.0
mp-995147,378.0
mp-996960,20.0
mp-998234,44.0
mp-999287,134.0
mp-999389,207.0
mp-999508,163.0
mp-999542,170.0
mp-999558,205.0
mvc-12484,157.0
mvc-13133,31.0
mvc-13555,15.0
mvc-15694,30.0
mvc-5892,64.0
mvc-6921,139.0
mp-10006,28.0
mp-10015,295.0
mp-1002069,21.0
mp-1002081,15.0
mp-1002109,207.0
mp-1002181,210.0
mp-1002188,294.0
mp-1002574,57.0
mp-10044,128.0
mp-10051,71.0
mp-1006226,38.0
mp-1007690,104.0
mp-1007821,189.0
mp-1008728,197.0
mp-1009134,240.0
mp-1009770,233.0
mp-10125,160.0
mp-1013588,98.0
mp-1013734,40.0
mp-1014303,239.0
mp-1016850,131.0
mp-1016853,159.0
mp-1017441,101.0
mp-1017632,103.0
mp-1018020,72.0
mp-1018050,342.0
mp-1018060,173.0
mp-1018063,99.0
mp-1018132,37.0
mp-1018643,192.0
mp-1018644,183.0
mp-1018702,45.0
mp-1018751,89.0
mp-1019564,42.0
mp-1021668,37.0
mp-1022488,42.0
mp-1022721,114.0
mp-1023125,100.0
mp-1024071,186.0
mp-1025017,170.0
mp-1025173,110.0
mp-1025276,168.0
mp-1025331,21.0
mp-1025378,54.0
mp-1025575,16.0
mp-10259,177.0
mp-10261,171.0
mp-1029313,93.0
mp-1029357,67.0
mp-1029490,69.0
mp-1029491,39.0
mp-1030827,17.0
mp-10373,225.0
mp-1038837,20.0
mp-1038934,59.0
mp-1038975,38.0
mp-1039154,48.0
mp-1040467,174.0
mp-10498,157.0
mp-10614,43.0
mp-1062,68.0
mp-10637,89.0
mp-10641,52.0
mp-10652,60.0
mp-10666,141.0
mp-10879,50.0
mp-11234,41.0
mp-11235,45.0
mp-11259,137.0
mp-11280,122.0
mp-11291,49.0
mp-11300,73.0
mp-11334,299.0
mp-11364,128.0
mp-11421,105.0
mp-11478,63.0
mp-11484,153.0
mp-11503,115.0
mp-11546,153.0
mp-11565,178.0
mp-11607,252.0
mp-11736,222.0
mp-11754,72.0
mp-11833,286.0
mp-12087,97.0
mp-12118,92.0
mp-12524,159.0
mp-1259,59.0
mp-12594,218.0
mp-12666,124.0
mp-12674,117.0
mp-1272,264.0
mp-12725,190.0
mp-12750,66.0
mp-12766,49.0
mp-1282,307.0
mp-12892,59.0
mp-1302,120.0
mp-13051,31.0
mp-13068,158.0
mp-13070,86.0
mp-13308,83.0
mp-136,294.0
mp-13937,128.0
mp-1423,113.0
mp-15113,100.0
mp-15635,32.0
mp-15697,30.0
mp-16053,27.0
mp-1627,99.0
mp-16317,207.0
mp-1639,408.0
mp-16726,42.0
mp-17,250.0
mp-18257,242.0
mp-183,10.0
mp-18728,120.0
mp-18778,92.0
mp-18841,111.0
mp-18895,68.0
mp-18903,107.0
mp-19246,72.0
mp-1925,131.0
mp-19366,158.0
mp-1938,231.0
mp-19419,121.0
mp-1954,131.0
mp-19726,79.0
mp-19747,55.0
mp-20,124.0
mp-20106,37.0
mp-20158,282.0
mp-20235,43.0
mp-20432,138.0
mp-20438,75.0
mp-20551,180.0
mp-20552,165.0
mp-20581,25.0
mp-20791,106.0
mp-20793,19.0
mp-20950,135.0
mp-20994,246.0
mp-20997,126.0
mp-21019,99.0
mp-21092,136.0
mp-21211,232.0
mp-21273,20.0
mp-21328,102.0
mp-21376,157.0
mp-21409,11.0
mp-2145,82.0
mp-21859,87.0
mp-22027,80.0
mp-22212,129.0
mp-22221,183.0
mp-22412,41.0
mp-2243,180.0
mp-22446,39.0
mp-22461,119.0
mp-22464,19.0
mp-22673,107.0
mp-22912,52.0
mp-22919,32.0
mp-23289,30.0
mp-23684,23.0
mp-23712,61.0
mp-25886,60.0
mp-2653,373.0
mp-2756,33.0
mp-27660,41.0
mp-27679,8.0
mp-27785,4.0
mp-2780,88.0
mp-28240,5.0
mp-28254,197.0
mp-2880,260.0
mp-28810,14.0
mp-29011,74.0
mp-2903,132.0
mp-29076,224.0
mp-29207,32.0
mp-29308,34.0
mp-29496,2.0
mp-29674,230.0
mp-3,2.0
mp-30362,92.0
mp-30570,252.0
mp-30620,188.0
mp-30635,163.0
mp-31072,73.0
mp-31453,153.0
mp-31455,164.0
mp-31456,147.0
mp-31459,163.0
mp-32548,138.0
mp-32829,2.0
mp-33708,162.0
mp-33997,183.0
mp-34993,154.0
mp-35869,292.0
mp-368,3.0
mp-37473,135.0
mp-379,48.0
mp-3803,237.0
mp-3849,26.0
mp-38843,174.0
mp-40251,142.0
mp-41,89.0
mp-4150,35.0
mp-4152,44.0
mp-4253,291.0
mp-4343,54.0
mp-446,242.0
mp-4561,122.0
mp-4611,158.0
mp-505781,136.0
mp-510488,59.0
mp-510657,116.0
mp-5284,155.0
mp-530074,219.0
mp-5400,146.0
mp-545344,50.0
mp-546679,166.0
mp-549706,112.0
mp-5498,60.0
mp-550893,248.0
mp-555370,95.0
mp-557251,7.0
mp-557680,118.0
mp-558189,6.0
mp-558579,8.0
mp-5589,78.0
mp-559264,38.0
mp-559959,40.0
mp-567362,46.0
mp-567389,43.0
mp-567397,336.0
mp-567832,87.0
mp-567871,185.0
mp-568106,56.0
mp-568349,69.0
mp-568595,210.0
mp-568624,151.0
mp-569446,86.0
mp-569482,164.0
mp-569662,23.0
mp-569960,8.0
mp-570409,67.0
mp-570698,180.0
mp-570811,178.0
mp-570826,177.0
mp-570891,47.0
mp-570922,4.0
mp-570998,34.0
mp-571163,163.0
mp-571172,44.0
mp-571352,170.0
mp-571493,36.0
mp-5798,165.0
mp-582028,199.0
mp-585,260.0
mp-594,136.0
mp-605028,34.0
mp-614777,51.0
mp-625487,46.0
mp-628773,12.0
mp-629397,219.0
mp-632219,113.0
mp-635713,64.0
mp-640708,125.0
mp-643754,35.0
mp-643945,186.0
mp-643989,19.0
mp-644504,43.0
mp-6628,30.0
mp-672388,70.0
mp-675324,50.0
mp-675464,131.0
mp-675755,76.0
mp-676518,10.0
mp-685935,59.0
mp-686717,72.0
mp-690525,99.0
mp-6933,131.0
mp-697,100.0
mp-7131,58.0
mp-715,246.0
mp-715572,178.0
mp-7162,44.0
mp-7240,118.0
mp-752398,97.0
mp-752826,166.0
