mp-ids,K_VRH
mp-20595,61.0
mp-20663,69.0
mp-20821,62.0
mp-20822,79.0
mp-20849,132.0
mp-2090,189.0
mp-2091,256.0
mp-2097,32.0
mp-21023,158.0
mp-2105,145.0
mp-21067,95.0
mp-21197,53.0
mp-21474,92.0
mp-2150,28.0
mp-2156,18.0
mp-21883,225.0
mp-22227,146.0
mp-22240,114.0
mp-2225,158.0
mp-22287,224.0
mp-22390,166.0
mp-22441,119.0
mp-22508,151.0
mp-22700,80.0
mp-2281,57.0
mp-2286,34.0
mp-22866,53.0
mp-22882,20.0
mp-22909,7.0
mp-22922,43.0
mp-23036,13.0
mp-23041,7.0
mp-23046,44.0
mp-23054,58.0
mp-23176,1.0
mp-23179,34.0
mp-23292,4.0
mp-2333,115.0
mp-2337,156.0
mp-2343,41.0
mp-23432,37.0
mp-2351,178.0
mp-2370,151.0
mp-23702,25.0
mp-2385,242.0
mp-23954,27.0
mp-24084,14.0
mp-2423,103.0
mp-24291,89.0
mp-2430,107.0
mp-2432,30.0
mp-24668,19.0
mp-2480,158.0
mp-2495,82.0
mp-2507,16.0
mp-2532,56.0
mp-2548,66.0
mp-2567,196.0
mp-2634,313.0
mp-2731,100.0
mp-27409,17.0
mp-27438,29.0
mp-27465,2.0
mp-27544,9.0
mp-27821,53.0
mp-28017,74.0
mp-28024,126.0
mp-2806,41.0
mp-28066,23.0
mp-2811,327.0
mp-2824,158.0
mp-28273,28.0
mp-28665,119.0
mp-28753,11.0
mp-28843,18.0
mp-28952,26.0
mp-29362,10.0
mp-29658,151.0
mp-29725,158.0
mp-29898,18.0
mp-29973,39.0
mp-30227,10.0
mp-303,48.0
mp-30342,77.0
mp-30355,28.0
mp-30364,76.0
mp-30392,72.0
mp-30428,18.0
mp-30434,24.0
mp-30551,191.0
mp-30598,47.0
mp-30726,59.0
mp-30745,351.0
mp-30787,268.0
mp-30808,133.0
mp-30835,205.0
mp-30882,106.0
mp-3094,81.0
mp-310,185.0
mp-31172,30.0
mp-31187,185.0
mp-31297,109.0
mp-31451,117.0
mp-31457,136.0
mp-3166,184.0
mp-3264,126.0
mp-3277,46.0
mp-3378,157.0
mp-3402,36.0
mp-343,133.0
mp-34857,17.0
mp-35785,62.0
mp-3614,188.0
mp-3657,201.0
mp-3747,159.0
mp-3805,203.0
mp-3839,48.0
mp-3881,57.0
mp-3889,46.0
mp-3992,91.0
mp-4014,100.0
mp-4126,130.0
mp-4305,108.0
mp-436,95.0
mp-4374,92.0
mp-4382,225.0
mp-4478,84.0
mp-450,287.0
mp-4524,75.0
mp-467,148.0
mp-4753,142.0
mp-4771,134.0
mp-4785,116.0
mp-4835,85.0
mp-4867,114.0
mp-4955,192.0
mp-504708,15.0
mp-504729,15.0
mp-505019,90.0
mp-505368,41.0
mp-505820,118.0
mp-510374,38.0
mp-5152,98.0
mp-517,185.0
mp-5239,82.0
mp-527,23.0
mp-540924,6.0
mp-540957,8.0
mp-542103,197.0
mp-542496,64.0
mp-5443,160.0
mp-5456,98.0
mp-546279,22.0
mp-5486,93.0
mp-550111,63.0
mp-550306,61.0
mp-552028,127.0
mp-552992,63.0
mp-5538,108.0
mp-554799,14.0
mp-556953,7.0
mp-557403,72.0
mp-558378,114.0
mp-559939,51.0
mp-560037,33.0
mp-561751,41.0
mp-564,98.0
mp-5671,85.0
mp-567574,76.0
mp-5676,110.0
mp-567705,109.0
mp-567769,108.0
mp-567907,145.0
mp-567912,78.0
mp-568880,102.0
mp-569450,197.0
mp-569523,77.0
mp-569815,185.0
mp-570553,141.0
mp-570558,10.0
mp-570632,58.0
mp-570689,72.0
mp-571147,174.0
mp-571203,71.0
mp-571262,123.0
mp-571350,73.0
mp-571566,46.0
mp-572758,28.0
mp-5787,88.0
mp-582,258.0
mp-5971,159.0
mp-604496,101.0
mp-618309,121.0
mp-625094,57.0
mp-625150,78.0
mp-625397,64.0
mp-636368,102.0
mp-6408,71.0
mp-640889,54.0
mp-642644,191.0
mp-644280,187.0
mp-646,47.0
mp-6624,126.0
mp-675120,52.0
mp-677335,27.0
mp-6867,50.0
mp-6870,51.0
mp-6968,33.0
mp-6979,97.0
mp-7077,5.0
mp-7086,16.0
mp-7188,191.0
mp-723,291.0
mp-7262,51.0
mp-7361,74.0
mp-7363,55.0
mp-7405,181.0
mp-7427,51.0
mp-7467,32.0
mp-754158,69.0
mp-7544,191.0
mp-7574,211.0
mp-7667,12.0
mp-767,26.0
mp-771,141.0
mp-772099,124.0
mp-7770,54.0
mp-782,53.0
mp-7921,32.0
mp-8094,16.0
mp-8177,88.0
mp-8256,35.0
mp-8399,30.0
mp-8418,193.0
mp-8446,22.0
mp-861501,118.0
mp-861666,227.0
mp-861918,64.0
mp-861961,193.0
mp-8622,28.0
mp-862257,90.0
mp-862259,64.0
mp-862370,129.0
mp-862445,272.0
mp-862561,178.0
mp-862600,216.0
mp-862698,62.0
mp-862700,273.0
mp-862712,143.0
mp-862715,178.0
mp-862767,53.0
mp-862786,44.0
mp-8628,49.0
mp-862820,124.0
mp-862899,58.0
mp-862912,82.0
mp-862928,41.0
mp-862969,41.0
mp-862984,146.0
mp-863668,109.0
mp-863686,68.0
mp-863713,115.0
mp-863716,107.0
mp-864651,225.0
mp-864668,78.0
mp-864669,225.0
mp-864741,31.0
mp-864756,31.0
mp-864775,69.0
mp-864796,27.0
mp-864835,190.0
mp-864971,265.0
mp-864988,194.0
mp-865001,201.0
mp-865110,24.0
mp-865118,54.0
mp-865131,202.0
mp-865155,157.0
mp-865191,227.0
mp-865216,104.0
mp-865355,128.0
mp-865382,225.0
mp-865426,51.0
mp-865469,188.0
mp-865473,6.0
mp-865484,251.0
mp-865502,99.0
mp-865520,98.0
mp-865522,88.0
mp-865554,224.0
mp-865592,87.0
mp-865607,111.0
mp-865679,146.0
mp-865696,142.0
mp-865713,32.0
mp-865738,49.0
mp-865739,44.0
mp-865747,72.0
mp-865790,43.0
mp-865804,217.0
mp-865847,101.0
mp-865868,138.0
mp-865876,227.0
mp-865895,211.0
mp-865896,53.0
mp-865898,190.0
mp-865920,49.0
mp-866002,36.0
mp-866003,3.0
mp-866077,59.0
mp-866087,177.0
mp-866128,38.0
mp-866203,42.0
mp-866224,208.0
mp-866284,235.0
mp-867112,42.0
mp-867114,221.0
mp-867118,69.0
mp-867146,195.0
mp-867171,32.0
mp-867218,67.0
mp-867231,3.0
mp-867271,192.0
mp-867356,314.0
mp-867768,142.0
mp-867812,120.0
mp-867840,210.0
mp-867918,152.0
mp-879,51.0
mp-8871,47.0
mp-8873,74.0
mp-890,180.0
mp-8937,195.0
mp-8973,185.0
mp-9125,105.0
mp-9391,18.0
mp-9473,75.0
mp-949,216.0
mp-961687,98.0
mp-965,163.0
mp-972406,87.0
mp-972455,62.0
mp-972810,278.0
mp-975049,57.0
mp-976076,33.0
mp-977353,290.0
mp-977443,213.0
mp-977463,133.0
mp-9776,50.0
mp-978256,114.0
mp-978973,54.0
mp-979,81.0
mp-979430,56.0
mp-979712,60.0
mp-9812,117.0
mp-9828,92.0
mp-983154,81.0
mp-983559,35.0
mp-989516,20.0
mp-989573,25.0
mp-989583,49.0
mp-989605,57.0
mp-9898,53.0
mp-9920,19.0
mp-9934,35.0
mp-996975,106.0
mp-998201,32.0
mp-999145,66.0
mp-999540,51.0
mp-1005,212.0
mp-1007918,87.0
mp-10135,117.0
mp-1014229,96.0
mp-1017508,30.0
mp-1017553,186.0
mp-1018029,141.0
mp-1018040,31.0
mp-1018122,43.0
mp-1025167,131.0
mp-1025212,160.0
mp-1025261,135.0
mp-1025285,121.0
mp-1025360,62.0
mp-1025373,38.0
mp-1025374,6.0
mp-1027,219.0
mp-1029293,104.0
mp-1029396,116.0
mp-1029407,76.0
mp-1029458,152.0
mp-1029531,59.0
mp-1029826,84.0
mp-1037,177.0
mp-10398,153.0
mp-104,36.0
mp-1045,124.0
mp-10457,169.0
mp-10624,113.0
mp-1073,31.0
mp-11169,99.0
mp-11263,118.0
mp-11269,55.0
mp-11274,171.0
mp-11276,207.0
mp-11281,160.0
mp-11290,43.0
mp-11416,106.0
mp-11418,66.0
mp-11431,85.0
mp-11449,192.0
mp-11506,230.0
mp-11582,35.0
mp-11596,156.0
mp-1168,12.0
mp-11693,48.0
mp-11696,134.0
mp-1170,15.0
mp-1172,115.0
mp-11869,122.0
mp-11958,60.0
mp-12005,85.0
mp-12072,109.0
mp-12574,63.0
mp-1260,108.0
mp-12814,27.0
mp-12957,6.0
mp-13149,49.0
mp-13160,76.0
mp-13202,76.0
mp-13254,48.0
mp-13474,60.0
mp-13504,103.0
mp-1359,259.0
mp-13683,113.0
mp-1380,138.0
mp-13815,31.0
mp-13963,31.0
mp-1409,192.0
mp-14091,52.0
mp-1410,170.0
mp-14625,82.0
mp-1475,141.0
mp-14796,26.0
mp-14815,20.0
mp-15643,40.0
mp-15649,152.0
mp-15695,110.0
mp-1578,217.0
mp-15781,37.0
mp-15789,48.0
mp-1591,160.0
mp-15964,114.0
mp-16036,82.0
mp-16238,47.0
mp-16246,71.0
mp-16326,126.0
mp-16329,102.0
mp-16376,101.0
mp-16488,106.0
mp-1674,72.0
mp-16913,29.0
mp-1727,54.0
mp-1753,102.0
mp-1776,250.0
mp-1821,20.0
mp-1836,22.0
mp-1841,299.0
mp-1857,32.0
mp-18814,99.0
mp-18946,182.0
mp-1910,151.0
mp-19140,32.0
mp-19163,63.0
mp-1918,197.0
mp-1921,82.0
mp-19225,131.0
mp-19252,29.0
mp-19358,152.0
mp-1958,39.0
mp-1960,78.0
mp-19722,66.0
mp-1973,122.0
mp-19754,142.0
mp-19857,85.0
mp-1989,215.0
mp-19893,56.0
mp-2006,237.0
mp-20066,5.0
mp-20192,162.0
mp-20214,85.0
mp-20245,88.0
mp-20249,199.0
mp-20325,145.0
mp-20385,65.0
mp-20474,70.0
mp-20489,105.0
mp-20525,60.0
mp-20555,120.0
mp-20622,161.0
mp-20716,35.0
mp-20729,179.0
mp-20730,164.0
mp-2078,130.0
mp-20857,303.0
mp-20862,106.0
mp-20971,201.0
mp-21024,49.0
mp-21054,82.0
mp-21113,126.0
mp-21249,89.0
mp-2125,23.0
mp-21272,82.0
mp-21276,52.0
mp-21306,181.0
mp-21505,66.0
mp-2151,50.0
mp-21765,97.0
mp-218,130.0
mp-21851,162.0
mp-21907,153.0
mp-22003,26.0
mp-22156,130.0
mp-22177,82.0
mp-22325,46.0
mp-22483,28.0
mp-2251,52.0
mp-22619,145.0
mp-22637,179.0
mp-2265,118.0
mp-22701,139.0
mp-2271,124.0
mp-22740,90.0
mp-22811,53.0
mp-22849,3.0
mp-22859,10.0
mp-23013,24.0
mp-2319,209.0
mp-23250,1.0
mp-23251,22.0
mp-23255,31.0
mp-23260,15.0
mp-2339,166.0
mp-2384,82.0
mp-2393,55.0
mp-24081,18.0
mp-24082,202.0
mp-24095,77.0
mp-242,147.0
mp-2455,166.0
mp-2593,177.0
mp-2618,74.0
mp-2640,77.0
mp-2689,80.0
mp-2713,145.0
mp-27198,24.0
mp-27227,74.0
mp-2730,36.0
mp-27488,241.0
mp-27677,47.0
mp-27725,2.0
mp-27743,15.0
mp-2775,53.0
mp-27831,9.0
mp-27837,41.0
mp-28020,12.0
mp-28230,13.0
mp-28270,17.0
mp-28282,17.0
mp-28319,4.0
mp-2850,311.0
mp-28630,47.0
mp-28897,236.0
mp-28919,27.0
mp-2893,163.0
mp-2895,119.0
mp-29057,13.0
mp-2909,73.0
mp-29091,76.0
mp-2914,125.0
mp-29149,36.0
mp-29209,32.0
mp-29379,10.0
mp-29652,19.0
mp-30045,120.0
mp-30073,88.0
mp-30147,138.0
mp-3015,66.0
mp-3020,167.0
mp-30207,38.0
mp-3034,78.0
mp-3035,144.0
mp-30457,78.0
mp-30477,33.0
mp-30502,55.0
mp-3053,100.0
mp-30580,53.0
mp-30585,126.0
mp-30661,131.0
mp-30673,91.0
mp-30750,98.0
mp-30767,28.0
mp-30774,114.0
mp-30819,127.0
mp-30821,119.0
mp-30847,137.0
mp-3088,153.0
mp-30884,71.0
mp-30892,24.0
mp-3097,157.0
mp-30981,28.0
mp-31118,162.0
mp-31170,105.0
mp-31235,23.0
mp-31294,57.0
mp-31469,118.0
mp-318,226.0
mp-3186,209.0
mp-32,59.0
mp-3223,217.0
mp-3239,148.0
mp-3415,130.0
mp-3416,51.0
mp-3605,149.0
mp-363,142.0
mp-3748,159.0
mp-3802,233.0
mp-3804,79.0
mp-3830,109.0
mp-38818,269.0
mp-4025,81.0
mp-4175,64.0
mp-4196,115.0
mp-4243,161.0
mp-4250,124.0
mp-435,101.0
mp-4370,81.0
mp-4533,62.0
mp-463,29.0
mp-4653,175.0
mp-4822,132.0
mp-484,16.0
mp-4854,64.0
mp-4973,65.0
mp-4979,66.0
mp-505005,97.0
mp-505825,33.0
mp-510402,90.0
mp-510430,23.0
mp-510625,155.0
mp-5342,61.0
mp-5346,118.0
mp-540791,180.0
mp-541013,2.0
mp-542435,93.0
mp-546266,65.0
mp-5491,120.0
mp-550820,94.0
mp-552098,78.0
mp-553961,167.0
mp-554144,41.0
mp-557753,37.0
mp-558050,17.0
mp-559200,63.0
mp-5594,159.0
mp-561511,143.0
mp-5620,215.0
mp-567214,101.0
mp-567305,61.0
mp-567504,16.0
mp-567787,22.0
mp-567929,147.0
mp-568005,21.0
mp-568269,84.0
mp-568424,67.0
mp-568430,95.0
mp-568596,83.0
mp-568673,151.0
mp-569018,37.0
mp-569073,35.0
mp-569364,137.0
mp-569628,53.0
mp-569779,97.0
mp-569895,22.0
mp-570219,11.0
mp-570232,14.0
mp-570491,222.0
mp-570775,32.0
mp-570837,34.0
mp-571428,192.0
mp-571552,118.0
mp-574,222.0
mp-5795,101.0
mp-5820,154.0
mp-5929,30.0
mp-600561,108.0
mp-601820,187.0
mp-626785,25.0
mp-627,83.0
mp-6270,84.0
mp-640885,54.0
mp-643009,38.0
mp-6473,83.0
mp-6493,101.0
mp-6494,54.0
mp-665,15.0
mp-6668,96.0
mp-669692,196.0
mp-672287,32.0
mp-674,122.0
mp-675104,21.0
mp-6766,102.0
mp-684031,79.0
mp-6908,55.0
mp-7168,118.0
mp-7170,64.0
mp-7219,35.0
mp-7226,201.0
mp-7251,134.0
mp-733,38.0
mp-7424,179.0
mp-7429,44.0
mp-7435,34.0
mp-747,103.0
mp-7477,82.0
mp-75,174.0
mp-754515,33.0
mp-7547,30.0
mp-757031,147.0
mp-7573,335.0
mp-7577,210.0
mp-759541,88.0
mp-7621,4.0
mp-768368,8.0
mp-777667,74.0
mp-7822,89.0
mp-7829,209.0
mp-784631,228.0
mp-7863,24.0
mp-7876,43.0
mp-7931,45.0
mp-7937,75.0
mp-797,131.0
mp-7973,68.0
mp-7979,24.0
mp-8093,14.0
mp-8335,106.0
mp-8348,8.0
mp-8458,69.0
mp-8615,252.0
mp-861507,194.0
mp-861627,150.0
mp-861735,40.0
mp-861736,102.0
mp-861867,2.0
mp-861937,31.0
mp-861946,58.0
mp-861947,44.0
mp-861979,168.0
mp-862256,142.0
mp-862319,47.0
mp-862338,118.0
mp-862728,80.0
mp-862813,49.0
mp-862831,161.0
mp-862841,73.0
mp-862881,42.0
mp-862888,49.0
mp-862895,91.0
mp-862911,194.0
mp-862943,42.0
mp-862979,68.0
mp-863696,55.0
mp-864763,42.0
mp-864890,188.0
mp-864896,164.0
mp-864947,172.0
mp-864978,73.0
mp-864991,46.0
mp-865076,67.0
mp-865094,216.0
mp-865120,133.0
mp-865126,75.0
mp-865162,161.0
mp-865163,213.0
mp-865170,192.0
mp-865195,145.0
mp-865206,136.0
mp-865252,150.0
mp-865403,82.0
mp-865529,195.0
mp-865630,40.0
mp-865649,204.0
mp-865730,135.0
mp-865796,144.0
mp-865859,38.0
mp-865869,171.0
mp-865878,177.0
mp-865894,68.0
mp-865940,84.0
mp-865989,219.0
mp-865997,46.0
mp-866031,182.0
mp-866046,108.0
mp-866133,61.0
mp-866162,63.0
mp-866171,84.0
mp-866188,138.0
mp-866191,42.0
mp-866212,45.0
mp-867143,61.0
mp-867242,78.0
mp-867258,108.0
mp-867277,52.0
mp-867285,84.0
mp-867422,74.0
mp-867835,223.0
mp-867846,263.0
mp-867862,61.0
mp-867875,4.0
mp-867879,56.0
mp-867915,149.0
mp-867920,15.0
mp-867922,163.0
mp-867932,67.0
mp-869,133.0
mp-8753,17.0
mp-881,68.0
mp-8922,114.0
mp-9146,77.0
mp-9166,96.0
mp-922,221.0
mp-9274,16.0
mp-9289,82.0
mp-933,75.0
mp-934,31.0
mp-9472,65.0
mp-9523,39.0
mp-9550,118.0
mp-9583,44.0
mp-971,27.0
mp-9719,40.0
mp-974387,55.0
mp-976159,56.0
mp-976280,18.0
mp-977176,288.0
mp-977428,68.0
mp-977434,201.0
mp-977438,80.0
mp-977555,216.0
mp-977572,167.0
mp-977578,156.0
mp-978275,184.0
mp-978929,33.0
mp-981548,58.0
mp-9819,27.0
mp-983229,76.0
mp-984,103.0
mp-989540,14.0
mp-989592,77.0
mp-989642,88.0
mp-9902,123.0
mp-9930,78.0
mp-994,100.0
mp-996996,157.0
mp-997617,315.0
mp-998307,27.0
mp-998552,159.0
mp-9989,206.0
mp-999336,69.0
mp-1008680,142.0
mp-1013527,72.0
mp-1013548,56.0
mp-1018124,157.0
mp-1018720,152.0
mp-1018764,42.0
mp-1019357,93.0
mp-1024954,72.0
mp-1024955,82.0
mp-1024993,240.0
mp-1025045,121.0
mp-1025193,87.0
mp-1025356,185.0
mp-1025377,20.0
mp-1025431,93.0
mp-10255,274.0
mp-1029312,55.0
mp-1029338,148.0
mp-1029448,70.0
mp-1029616,41.0
mp-1029652,143.0
mp-1029750,62.0
mp-1029921,113.0
mp-10658,41.0
mp-10714,207.0
mp-1075,125.0
mp-10877,93.0
mp-10901,129.0
mp-10910,167.0
mp-10924,203.0
mp-1093,79.0
mp-10960,138.0
mp-1114,171.0
mp-11155,52.0
mp-11201,72.0
mp-11237,82.0
mp-11272,165.0
mp-11351,98.0
mp-11387,102.0
mp-1145,253.0
mp-11452,229.0
mp-11469,56.0
mp-11531,210.0
mp-11550,91.0
mp-11578,113.0
mp-11583,159.0
mp-11675,28.0
mp-1187,201.0
mp-1189,69.0
mp-12004,88.0
mp-1208,82.0
mp-12086,159.0
mp-1209,63.0
mp-122,9.0
mp-1221,184.0
mp-123,34.0
mp-1239,99.0
mp-12414,33.0
mp-12427,151.0
mp-1250,59.0
mp-12520,72.0
mp-12565,129.0
mp-1264,117.0
mp-1279,307.0
mp-12884,76.0
mp-12931,148.0
mp-13263,137.0
mp-13312,50.0
mp-1332,241.0
mp-1342,68.0
mp-1399,104.0
mp-1401,102.0
mp-1407,77.0
mp-14115,121.0
mp-1441,18.0
mp-1462,58.0
mp-1491,286.0
mp-15179,73.0
mp-15661,112.0
mp-15780,198.0
mp-15793,40.0
mp-15819,117.0
mp-1585,211.0
mp-16254,57.0
mp-16259,88.0
mp-16497,108.0
mp-1651,70.0
mp-1659,186.0
mp-16750,72.0
mp-1687,71.0
mp-17045,194.0
mp-17129,86.0
mp-17177,141.0
mp-1718,147.0
mp-1774,171.0
mp-18427,161.0
mp-18513,36.0
mp-18732,177.0
mp-18740,85.0
mp-18802,115.0
mp-18835,106.0
mp-19017,91.0
mp-19247,148.0
mp-19248,116.0
mp-19378,140.0
mp-19407,127.0
mp-1948,53.0
mp-19871,76.0
mp-19920,46.0
mp-20102,152.0
mp-20111,61.0
mp-2012,31.0
mp-20257,88.0
mp-20279,44.0
mp-20305,49.0
mp-204,84.0
mp-2049,192.0
mp-20531,69.0
mp-2065,56.0
mp-20690,59.0
mp-20753,144.0
mp-20777,84.0
mp-2083,110.0
mp-2088,76.0
mp-21135,66.0
mp-21215,111.0
mp-21237,152.0
mp-21251,91.0
mp-21316,259.0
mp-21422,143.0
mp-21443,67.0
mp-22149,89.0
mp-2215,58.0
mp-22229,90.0
mp-22418,94.0
mp-22467,46.0
mp-22786,98.0
mp-22888,21.0
mp-23060,8.0
mp-23152,29.0
mp-23155,1.0
mp-23300,47.0
mp-2334,79.0
mp-2369,101.0
mp-23715,30.0
mp-23818,38.0
mp-2395,89.0
mp-2396,120.0
mp-24011,73.0
mp-241,97.0
mp-24292,17.0
mp-2466,104.0
mp-24723,226.0
mp-2478,175.0
mp-2500,113.0
mp-2536,250.0
mp-2558,44.0
mp-265,325.0
mp-2661,49.0
mp-2678,243.0
mp-27253,81.0
mp-2726,83.0
mp-27319,155.0
mp-27456,21.0
mp-2760,239.0
mp-27639,2.0
mp-27689,13.0
mp-2773,195.0
mp-27793,122.0
mp-2781,114.0
mp-2797,109.0
mp-2823,77.0
mp-2851,98.0
mp-28795,123.0
mp-28884,44.0
mp-28896,191.0
mp-28995,90.0
mp-2906,124.0
mp-29069,58.0
mp-29210,33.0
mp-29419,7.0
mp-2955,70.0
mp-2960,147.0
mp-29624,15.0
mp-29646,115.0
mp-29748,25.0
mp-29866,1.0
mp-2988,59.0
mp-30460,77.0
mp-3054,55.0
mp-30579,123.0
mp-306,33.0
mp-30613,60.0
mp-30657,166.0
mp-30746,129.0
mp-30779,35.0
mp-30800,61.0
mp-3092,207.0
mp-3093,215.0
mp-31153,90.0
mp-31208,82.0
mp-31454,175.0
mp-3155,178.0
mp-3359,96.0
mp-33723,7.0
mp-3385,105.0
mp-3432,104.0
mp-3466,177.0
mp-348,95.0
mp-3488,96.0
mp-3503,85.0
mp-3521,26.0
mp-35388,41.0
mp-3553,26.0
mp-3637,131.0
mp-377,137.0
mp-384,58.0
mp-389,149.0
mp-401,56.0
mp-4030,21.0
mp-4064,114.0
mp-4105,115.0
mp-4109,77.0
mp-4148,132.0
mp-4157,32.0
mp-4187,118.0
mp-4228,141.0
mp-4484,87.0
mp-4604,83.0
mp-4656,123.0
mp-4692,121.0
mp-4901,62.0
mp-5068,83.0
mp-510281,143.0
mp-5135,165.0
mp-5197,243.0
mp-5213,57.0
mp-5222,93.0
mp-5396,150.0
mp-540584,54.0
mp-540839,10.0
mp-5419,126.0
mp-542569,202.0
mp-5452,101.0
mp-551250,67.0
mp-551675,87.0
mp-5519,83.0
mp-552738,67.0
mp-554252,79.0
mp-555576,23.0
mp-5564,70.0
mp-556424,65.0
mp-5577,133.0
mp-558046,58.0
mp-558432,28.0
mp-561664,11.0
mp-561827,7.0
mp-562809,57.0
mp-567089,80.0
mp-567220,124.0
mp-567278,148.0
mp-567558,21.0
mp-567889,112.0
mp-568002,4.0
mp-568069,72.0
mp-568095,112.0
mp-568121,193.0
mp-568719,70.0
mp-568936,58.0
mp-569106,33.0
mp-569197,75.0
mp-569250,273.0
mp-569331,62.0
mp-569522,137.0
mp-569639,20.0
mp-569724,70.0
mp-569850,22.0
mp-570093,69.0
mp-570136,10.0
mp-570150,56.0
mp-570179,98.0
mp-5702,68.0
mp-570272,67.0
mp-570896,54.0
mp-570923,203.0
mp-571335,66.0
mp-571438,130.0
mp-571485,130.0
mp-571499,274.0
mp-571619,163.0
mp-571664,126.0
mp-573563,110.0
mp-573995,166.0
mp-5752,172.0
mp-5778,218.0
mp-5782,63.0
mp-580234,200.0
mp-5916,94.0
mp-5962,33.0
mp-600124,109.0
mp-6092,186.0
mp-610706,15.0
mp-614013,14.0
mp-615,41.0
mp-622041,103.0
mp-622209,113.0
mp-623134,117.0
mp-640041,85.0
mp-640095,35.0
mp-643101,14.0
mp-643260,23.0
mp-643367,22.0
mp-643409,104.0
mp-644246,83.0
mp-648,28.0
mp-656887,146.0
mp-657,46.0
mp-675349,63.0
mp-6764,95.0
mp-685055,30.0
mp-690794,30.0
mp-692,61.0
mp-694,16.0
mp-6952,60.0
mp-6954,40.0
mp-7003,105.0
mp-7068,43.0
mp-7186,121.0
mp-7187,162.0
mp-7189,148.0
mp-7232,20.0
mp-7352,94.0
mp-7440,28.0
mp-7469,46.0
mp-7482,51.0
mp-7483,51.0
mp-752467,101.0
mp-753920,126.0
mp-754110,100.0
mp-755013,93.0
mp-755465,193.0
mp-760,118.0
mp-7603,49.0
mp-776,44.0
mp-7832,342.0
mp-7848,26.0
mp-786,54.0
mp-79,67.0
mp-7918,127.0
mp-7928,36.0
mp-8014,7.0
mp-8073,122.0
mp-8123,91.0
mp-8175,88.0
mp-8192,22.0
mp-8253,65.0
mp-8255,15.0
mp-840,140.0
mp-842,132.0
mp-8499,167.0
mp-850,144.0
mp-856,172.0
mp-8583,88.0
mp-8603,24.0
mp-861616,99.0
mp-861656,190.0
mp-861881,102.0
mp-861883,73.0
mp-861953,193.0
mp-8621,28.0
mp-862288,232.0
mp-862290,143.0
mp-862363,126.0
mp-862657,116.0
mp-862713,255.0
mp-862719,85.0
mp-862727,61.0
mp-862742,60.0
mp-862778,236.0
mp-862795,54.0
mp-862837,75.0
mp-862854,151.0
mp-862865,78.0
mp-862879,75.0
mp-862880,93.0
mp-862884,69.0
mp-862886,89.0
mp-862901,145.0
mp-862934,38.0
mp-862980,66.0
mp-862993,60.0
mp-863675,67.0
mp-863734,147.0
mp-864598,46.0
mp-864618,34.0
mp-864640,237.0
mp-864645,129.0
mp-864655,173.0
mp-864670,247.0
mp-864672,241.0
mp-864795,45.0
mp-864857,185.0
mp-864895,194.0
mp-864904,77.0
mp-864921,178.0
mp-864932,91.0
mp-864934,78.0
mp-864949,195.0
mp-864954,246.0
mp-864969,107.0
mp-864970,254.0
mp-864982,4.0
mp-864983,231.0
mp-864987,168.0
mp-864989,259.0
mp-865115,41.0
mp-865130,174.0
mp-865148,184.0
mp-865168,138.0
mp-865186,186.0
mp-865235,130.0
mp-865297,63.0
mp-865299,134.0
mp-865353,3.0
mp-865421,175.0
mp-865430,41.0
mp-865446,81.0
mp-865494,243.0
mp-865547,76.0
mp-865648,33.0
mp-865768,206.0
mp-865811,49.0
mp-865874,53.0
mp-865875,32.0
mp-865927,165.0
mp-865930,129.0
mp-866062,224.0
mp-866094,133.0
mp-866112,177.0
mp-866157,194.0
mp-866168,141.0
mp-866169,23.0
mp-866184,107.0
mp-866289,50.0
mp-867116,210.0
mp-867125,201.0
mp-867191,55.0
mp-867196,68.0
mp-867207,55.0
mp-867221,167.0
mp-867250,87.0
mp-867343,14.0
mp-867372,83.0
mp-867799,43.0
mp-867802,126.0
mp-867816,265.0
mp-867909,139.0
mp-867911,106.0
mp-867916,191.0
mp-872,28.0
mp-8771,194.0
mp-8772,218.0
mp-8790,81.0
mp-8843,68.0
mp-9006,105.0
mp-9069,19.0
mp-9164,121.0
mp-9212,81.0
mp-9247,57.0
mp-932,73.0
mp-9459,101.0
mp-9481,26.0
mp-9573,45.0
mp-9578,35.0
mp-9586,71.0
mp-9595,161.0
mp-9687,21.0
mp-9721,47.0
mp-973956,68.0
mp-975359,49.0
mp-977436,202.0
mp-977534,246.0
mp-977552,149.0
mp-977571,194.0
mp-978278,10.0
mp-978986,62.0
mp-980199,52.0
mp-982393,54.0
mp-982725,200.0
mp-982772,90.0
mp-983063,57.0
mp-983590,155.0
mp-9872,11.0
mp-989535,111.0
mp-989545,19.0
mp-989550,22.0
mp-990,103.0
mp-9918,40.0
mp-9956,189.0
mvc-15272,70.0
mp-1009545,227.0
mp-10113,238.0
mp-1014227,149.0
mp-1014251,185.0
mp-1016197,60.0
mp-10180,66.0
mp-10181,149.0
mp-1018166,224.0
mp-10183,81.0
mp-1018726,146.0
mp-1018941,57.0
mp-1019109,92.0
mp-10208,189.0
mp-10244,145.0
mp-10247,226.0
mp-1024994,101.0
mp-1025155,92.0
mp-1025191,90.0
mp-1025222,136.0
mp-1025238,102.0
mp-1025272,212.0
mp-1025324,185.0
mp-1025413,139.0
mp-1025441,194.0
mp-1025517,137.0
mp-1025554,88.0
mp-10289,135.0
mp-1029375,48.0
mp-1029404,135.0
mp-1029562,86.0
